Date,Time,Hour,Day,Day_Number,Month,Month_Number,Latitude,Longitude,Area,Crime_Type,Crime_Count,Weather,Population_Density
2025-12-28,08:54,8,Sunday,7,December,12,12.919728,77.61251,BTM Layout,Burglary,4,Partly Cloudy,Medium
2025-05-14,00:08,0,Wednesday,3,May,5,12.978579,77.638726,Indiranagar,Cyber Crime,6,Rainy,Low
2025-02-26,06:50,6,Wednesday,3,February,2,12.966973,77.755085,Whitefield,Cyber Crime,1,Partly Cloudy,Low
2026-03-13,20:55,20,Friday,5,March,3,12.947397,77.582251,Basavanagudi,Missing Person,9,Sunny,High
2025-04-06,15:05,15,Sunday,7,April,4,12.974687,77.754463,Whitefield,Accident,2,Sunny,Low
2026-06-07,00:17,0,Sunday,7,June,6,12.984872,77.561281,Rajajinagar,Fraud,7,Rainy,Low
2025-07-14,16:35,16,Monday,1,July,7,12.980144,77.635588,Indiranagar,Vehicle Theft,5,Partly Cloudy,Medium
2026-04-19,22:42,22,Sunday,7,April,4,13.002149,77.575261,Malleshwaram,Assault,4,Cloudy,Very High
2025-03-20,12:06,12,Thursday,4,March,3,12.926777,77.58698,Jayanagar,Vandalism,4,Partly Cloudy,Medium
2026-03-30,23:28,23,Monday,1,March,3,13.037277,77.600132,Hebbal,Vehicle Theft,9,Rainy,Medium
2025-10-15,01:37,1,Wednesday,3,October,10,12.924631,77.541719,Banashankari,Vandalism,5,Cloudy,Medium
2025-10-10,14:35,14,Friday,5,October,10,12.921521,77.475566,Kengeri,Missing Person,3,Cloudy,High
2025-05-21,13:01,13,Wednesday,3,May,5,13.028119,77.539089,Yeshwanthpur,Assault,3,Cloudy,Medium
2025-07-07,06:12,6,Monday,1,July,7,13.005541,77.569705,Malleshwaram,Missing Person,4,Partly Cloudy,Medium
2026-07-18,02:34,2,Saturday,6,July,7,13.008829,77.573999,Malleshwaram,Fraud,4,Cloudy,Low
2026-08-14,23:46,23,Friday,5,August,8,12.922909,77.549203,Banashankari,Burglary,8,Cloudy,Very High
2026-03-03,15:38,15,Tuesday,2,March,3,12.961971,77.702684,Marathahalli,Theft,4,Rainy,Low
2025-11-11,21:04,21,Tuesday,2,November,11,13.042703,77.596366,Hebbal,Vehicle Theft,8,Rainy,High
2026-10-09,07:20,7,Friday,5,October,10,12.986187,77.548957,Rajajinagar,Robbery,4,Cloudy,Low
2025-09-21,22:34,22,Sunday,7,September,9,12.914544,77.638526,HSR Layout,Fraud,10,Cloudy,Low
2025-01-12,17:54,17,Sunday,7,January,1,12.971849,77.634104,Indiranagar,Robbery,4,Rainy,Low
2026-04-04,18:00,18,Saturday,6,April,4,12.918288,77.595367,Jayanagar,Vandalism,5,Cloudy,Very High
2025-07-05,08:30,8,Saturday,6,July,7,12.971383,77.647582,Indiranagar,Theft,7,Sunny,Very High
2025-03-29,12:54,12,Saturday,6,March,3,13.039988,77.604699,Hebbal,Theft,6,Sunny,Low
2025-06-09,10:26,10,Monday,1,June,6,12.942847,77.62175,Koramangala,Accident,4,Sunny,Low
2025-10-22,16:36,16,Wednesday,3,October,10,13.003758,77.568957,Malleshwaram,Fraud,6,Sunny,Medium
2026-05-24,08:58,8,Sunday,7,May,5,12.915027,77.480023,Kengeri,Cyber Crime,6,Cloudy,Low
2025-12-09,20:17,20,Tuesday,2,December,12,13.02929,77.539847,Yeshwanthpur,Missing Person,8,Sunny,Very High
2025-06-19,19:03,19,Thursday,4,June,6,12.955687,77.702066,Marathahalli,Vehicle Theft,5,Partly Cloudy,Medium
2026-06-30,05:56,5,Tuesday,2,June,6,13.035515,77.54211,Yeshwanthpur,Assault,3,Rainy,High
2026-12-16,05:49,5,Wednesday,3,December,12,12.920045,77.603993,BTM Layout,Vandalism,8,Partly Cloudy,Very High
2025-03-19,19:22,19,Wednesday,3,March,3,13.0201,77.538583,Yeshwanthpur,Robbery,2,Rainy,Low
2026-07-04,08:41,8,Saturday,6,July,7,13.001764,77.571893,Malleshwaram,Accident,3,Sunny,Very High
2026-08-29,18:48,18,Saturday,6,August,8,13.022234,77.533951,Yeshwanthpur,Cyber Crime,4,Partly Cloudy,High
2026-02-14,02:50,2,Saturday,6,February,2,12.938221,77.578484,Basavanagudi,Assault,4,Sunny,Medium
2026-01-06,11:06,11,Tuesday,2,January,1,13.027803,77.537937,Yeshwanthpur,Assault,7,Cloudy,Very High
2026-08-31,17:41,17,Monday,1,August,8,13.030671,77.538212,Yeshwanthpur,Fraud,4,Partly Cloudy,High
2026-02-18,12:32,12,Wednesday,3,February,2,12.933891,77.57601,Basavanagudi,Fraud,4,Cloudy,Very High
2025-08-26,12:20,12,Tuesday,2,August,8,12.921253,77.543974,Banashankari,Robbery,6,Cloudy,Very High
2026-11-01,11:34,11,Sunday,7,November,11,13.021659,77.544199,Yeshwanthpur,Accident,6,Partly Cloudy,Very High
2026-07-26,08:04,8,Sunday,7,July,7,12.98098,77.634577,Indiranagar,Cyber Crime,6,Rainy,High
2025-10-19,01:19,1,Sunday,7,October,10,12.926473,77.585746,Jayanagar,Missing Person,6,Cloudy,Low
2025-01-09,15:43,15,Thursday,4,January,1,12.990801,77.553799,Rajajinagar,Robbery,4,Cloudy,Medium
2026-06-12,11:10,11,Friday,5,June,6,12.942199,77.619332,Koramangala,Fraud,2,Rainy,High
2025-06-27,17:28,17,Friday,5,June,6,12.976057,77.63459,Indiranagar,Vehicle Theft,4,Rainy,Medium
2026-01-16,23:22,23,Friday,5,January,1,12.921717,77.600274,Jayanagar,Robbery,5,Sunny,High
2026-01-10,14:39,14,Saturday,6,January,1,12.917809,77.595767,Jayanagar,Vehicle Theft,5,Cloudy,Medium
2025-09-20,22:54,22,Saturday,6,September,9,12.930645,77.545837,Banashankari,Fraud,8,Rainy,Very High
2026-02-25,17:52,17,Wednesday,3,February,2,12.912629,77.641876,HSR Layout,Vandalism,6,Cloudy,High
2026-03-14,03:48,3,Saturday,6,March,3,12.977083,77.747045,Whitefield,Vehicle Theft,14,Rainy,Very High
2026-08-12,22:00,22,Wednesday,3,August,8,12.975639,77.645697,Indiranagar,Assault,8,Sunny,Low
2026-10-01,09:04,9,Thursday,4,October,10,13.02257,77.540347,Yeshwanthpur,Assault,5,Rainy,High
2026-04-08,21:10,21,Wednesday,3,April,4,12.980027,77.641407,Indiranagar,Burglary,5,Partly Cloudy,Medium
2026-07-05,06:29,6,Sunday,7,July,7,13.00318,77.574791,Malleshwaram,Missing Person,3,Partly Cloudy,Low
2025-07-11,10:36,10,Friday,5,July,7,12.906524,77.489429,Kengeri,Assault,2,Partly Cloudy,Medium
2025-07-30,11:14,11,Wednesday,3,July,7,12.839536,77.654991,Electronic City,Vehicle Theft,5,Sunny,Medium
2026-01-22,19:36,19,Thursday,4,January,1,13.022489,77.545064,Yeshwanthpur,Cyber Crime,2,Cloudy,Low
2026-09-02,22:36,22,Wednesday,3,September,9,12.912987,77.60692,BTM Layout,Burglary,7,Rainy,Very High
2025-02-23,22:34,22,Sunday,7,February,2,12.842202,77.661257,Electronic City,Fraud,7,Partly Cloudy,Low
2025-02-15,03:11,3,Saturday,6,February,2,12.957272,77.696114,Marathahalli,Burglary,4,Rainy,Medium
2025-02-26,11:10,11,Wednesday,3,February,2,12.919001,77.487874,Kengeri,Robbery,4,Partly Cloudy,High
2025-10-16,17:30,17,Thursday,4,October,10,12.91359,77.631358,HSR Layout,Robbery,5,Partly Cloudy,Medium
2026-09-02,08:16,8,Wednesday,3,September,9,12.926987,77.588336,Jayanagar,Vandalism,5,Rainy,Medium
2025-05-04,15:35,15,Sunday,7,May,5,12.960888,77.696137,Marathahalli,Missing Person,6,Rainy,High
2025-04-22,14:27,14,Tuesday,2,April,4,12.852432,77.657398,Electronic City,Vehicle Theft,5,Rainy,Low
2026-08-02,20:33,20,Sunday,7,August,8,13.040343,77.598057,Hebbal,Fraud,7,Cloudy,Medium
2025-10-10,02:24,2,Friday,5,October,10,12.966246,77.689857,Marathahalli,Assault,6,Partly Cloudy,High
2026-04-12,15:12,15,Sunday,7,April,4,12.996088,77.547759,Rajajinagar,Robbery,4,Sunny,Low
2025-01-02,10:57,10,Thursday,4,January,1,12.966244,77.694325,Marathahalli,Vandalism,5,Sunny,Medium
2026-04-13,18:02,18,Monday,1,April,4,12.965669,77.693811,Marathahalli,Burglary,6,Cloudy,High
2026-10-22,17:11,17,Thursday,4,October,10,12.982547,77.64267,Indiranagar,Vandalism,5,Rainy,Medium
2025-02-09,18:38,18,Sunday,7,February,2,12.962494,77.755012,Whitefield,Robbery,7,Sunny,Low
2025-09-03,10:32,10,Wednesday,3,September,9,13.006588,77.569025,Malleshwaram,Burglary,1,Rainy,Medium
2025-02-26,11:53,11,Wednesday,3,February,2,13.042986,77.603339,Hebbal,Robbery,6,Cloudy,Very High
2025-06-17,00:44,0,Tuesday,2,June,6,12.974494,77.635125,Indiranagar,Theft,10,Sunny,Medium
2025-08-15,21:09,21,Friday,5,August,8,12.934329,77.57189,Basavanagudi,Accident,8,Rainy,High
2025-08-01,19:49,19,Friday,5,August,8,12.96452,77.698277,Marathahalli,Robbery,7,Cloudy,Very High
2025-11-28,12:29,12,Friday,5,November,11,12.993299,77.562241,Rajajinagar,Missing Person,1,Partly Cloudy,Low
2026-11-03,07:20,7,Tuesday,2,November,11,12.935278,77.572496,Basavanagudi,Vehicle Theft,3,Cloudy,Medium
2025-07-15,14:36,14,Tuesday,2,July,7,13.036048,77.601882,Hebbal,Vandalism,2,Sunny,Medium
2026-10-22,22:03,22,Thursday,4,October,10,12.953332,77.699908,Marathahalli,Vehicle Theft,11,Cloudy,Very High
2026-07-18,03:02,3,Saturday,6,July,7,12.910307,77.614241,BTM Layout,Vehicle Theft,8,Rainy,Low
2026-10-15,01:06,1,Thursday,4,October,10,12.844724,77.659291,Electronic City,Assault,6,Cloudy,Low
2026-02-27,14:11,14,Friday,5,February,2,12.839508,77.660956,Electronic City,Vehicle Theft,6,Partly Cloudy,Very High
2026-11-27,21:30,21,Friday,5,November,11,12.935598,77.572375,Basavanagudi,Assault,3,Partly Cloudy,Low
2026-12-28,14:45,14,Monday,1,December,12,12.907362,77.645722,HSR Layout,Vehicle Theft,7,Rainy,High
2025-10-07,23:34,23,Tuesday,2,October,10,12.925598,77.591938,Jayanagar,Burglary,6,Sunny,Low
2026-04-02,13:27,13,Thursday,4,April,4,12.959281,77.696737,Marathahalli,Robbery,1,Sunny,Medium
2026-04-25,06:44,6,Saturday,6,April,4,12.918582,77.590979,Jayanagar,Burglary,2,Cloudy,Low
2025-09-27,08:48,8,Saturday,6,September,9,13.001652,77.569319,Malleshwaram,Accident,4,Sunny,Medium
2026-11-26,22:53,22,Thursday,4,November,11,12.922786,77.550333,Banashankari,Vandalism,6,Rainy,Low
2025-07-13,03:25,3,Sunday,7,July,7,12.989923,77.557216,Rajajinagar,Theft,7,Partly Cloudy,High
2025-09-06,03:58,3,Saturday,6,September,9,13.033564,77.591554,Hebbal,Vandalism,6,Sunny,Low
2026-05-17,18:39,18,Sunday,7,May,5,12.923639,77.545778,Banashankari,Theft,11,Rainy,Very High
2025-09-09,20:20,20,Tuesday,2,September,9,12.97991,77.636435,Indiranagar,Cyber Crime,10,Partly Cloudy,High
2026-03-21,05:39,5,Saturday,6,March,3,13.03397,77.594047,Hebbal,Assault,4,Cloudy,High
2026-12-27,14:10,14,Sunday,7,December,12,12.929196,77.541489,Banashankari,Accident,6,Partly Cloudy,Low
2026-08-27,03:41,3,Thursday,4,August,8,12.928848,77.598415,Jayanagar,Burglary,10,Rainy,Very High
2025-06-23,20:26,20,Monday,1,June,6,12.917433,77.597189,Jayanagar,Burglary,7,Partly Cloudy,High
2025-08-16,20:06,20,Saturday,6,August,8,13.004939,77.56595,Malleshwaram,Robbery,5,Rainy,High
2025-10-20,22:16,22,Monday,1,October,10,12.922404,77.599814,Jayanagar,Fraud,11,Cloudy,High
2026-08-11,05:23,5,Tuesday,2,August,8,13.034655,77.596401,Hebbal,Vandalism,4,Rainy,High
2026-08-24,17:42,17,Monday,1,August,8,13.025091,77.532264,Yeshwanthpur,Accident,4,Rainy,High
2025-05-06,03:13,3,Tuesday,2,May,5,12.912442,77.635433,HSR Layout,Missing Person,11,Cloudy,High
2025-10-22,01:24,1,Wednesday,3,October,10,12.966423,77.747099,Whitefield,Vehicle Theft,9,Rainy,Medium
2026-12-07,06:27,6,Monday,1,December,12,12.848246,77.662194,Electronic City,Assault,3,Rainy,High
2026-04-12,08:34,8,Sunday,7,April,4,12.840505,77.656484,Electronic City,Assault,4,Sunny,Very High
2026-05-25,10:38,10,Monday,1,May,5,13.034976,77.53774,Yeshwanthpur,Fraud,9,Cloudy,Very High
2026-01-09,01:45,1,Friday,5,January,1,12.999195,77.570913,Malleshwaram,Cyber Crime,4,Cloudy,Low
2025-10-31,08:23,8,Friday,5,October,10,12.931556,77.627612,Koramangala,Fraud,4,Sunny,Medium
2026-03-02,14:08,14,Monday,1,March,3,12.968615,77.757167,Whitefield,Burglary,4,Sunny,Low
2026-08-11,14:30,14,Tuesday,2,August,8,12.927958,77.596399,Jayanagar,Theft,3,Partly Cloudy,Low
2025-12-19,18:51,18,Friday,5,December,12,12.842476,77.660809,Electronic City,Assault,2,Rainy,Medium
2026-01-14,21:31,21,Wednesday,3,January,1,12.904188,77.64091,HSR Layout,Missing Person,12,Partly Cloudy,Very High
2025-02-08,21:55,21,Saturday,6,February,2,12.925744,77.548254,Banashankari,Vandalism,6,Cloudy,Medium
2025-12-13,05:33,5,Saturday,6,December,12,12.843902,77.66172,Electronic City,Robbery,7,Partly Cloudy,Low
2026-04-18,19:48,19,Saturday,6,April,4,12.938565,77.630996,Koramangala,Fraud,7,Rainy,Medium
2026-10-08,12:45,12,Thursday,4,October,10,12.964111,77.700634,Marathahalli,Theft,4,Cloudy,High
2025-08-24,01:26,1,Sunday,7,August,8,12.90705,77.634033,HSR Layout,Missing Person,7,Sunny,Low
2025-12-30,05:05,5,Tuesday,2,December,12,13.036307,77.594535,Hebbal,Vehicle Theft,5,Cloudy,Low
2025-06-05,08:21,8,Thursday,4,June,6,12.925836,77.589665,Jayanagar,Missing Person,8,Sunny,Very High
2025-05-07,17:16,17,Wednesday,3,May,5,12.940504,77.632029,Koramangala,Vandalism,1,Partly Cloudy,Medium
2026-11-13,05:35,5,Friday,5,November,11,12.93878,77.582251,Basavanagudi,Theft,4,Cloudy,Medium
2026-01-23,03:40,3,Friday,5,January,1,12.978937,77.64545,Indiranagar,Cyber Crime,5,Rainy,Low
2025-01-16,18:31,18,Thursday,4,January,1,12.953839,77.694454,Marathahalli,Cyber Crime,8,Sunny,Very High
2026-08-14,20:54,20,Friday,5,August,8,12.930202,77.630756,Koramangala,Vandalism,9,Rainy,High
2025-03-18,18:15,18,Tuesday,2,March,3,12.83981,77.655918,Electronic City,Vehicle Theft,6,Rainy,Very High
2026-07-01,17:40,17,Wednesday,3,July,7,12.927344,77.619181,Koramangala,Burglary,8,Sunny,Very High
2026-06-24,13:59,13,Wednesday,3,June,6,12.848353,77.66161,Electronic City,Assault,3,Cloudy,Very High
2026-02-12,15:11,15,Thursday,4,February,2,12.918303,77.484331,Kengeri,Burglary,5,Sunny,Medium
2025-12-03,12:33,12,Wednesday,3,December,12,12.965714,77.74779,Whitefield,Theft,9,Sunny,Very High
2025-06-13,19:27,19,Friday,5,June,6,12.93545,77.622787,Koramangala,Theft,5,Sunny,Medium
2025-09-03,04:04,4,Wednesday,3,September,9,13.007621,77.565251,Malleshwaram,Robbery,5,Sunny,Medium
2025-04-27,03:13,3,Sunday,7,April,4,12.84972,77.656476,Electronic City,Cyber Crime,6,Partly Cloudy,Medium
2026-05-07,07:20,7,Thursday,4,May,5,12.998153,77.573428,Malleshwaram,Vandalism,5,Sunny,Medium
2026-03-18,00:41,0,Wednesday,3,March,3,12.932395,77.597267,Jayanagar,Assault,4,Cloudy,Low
2026-03-06,21:24,21,Friday,5,March,3,12.949064,77.567269,Basavanagudi,Burglary,10,Cloudy,Very High
2025-06-29,17:19,17,Sunday,7,June,6,12.940379,77.573497,Basavanagudi,Cyber Crime,10,Partly Cloudy,Very High
2025-07-23,20:25,20,Wednesday,3,July,7,13.042468,77.600836,Hebbal,Assault,7,Cloudy,Medium
2025-06-03,08:23,8,Tuesday,2,June,6,12.941367,77.62352,Koramangala,Fraud,5,Cloudy,Very High
2026-10-06,02:40,2,Tuesday,2,October,10,13.005231,77.569696,Malleshwaram,Theft,13,Cloudy,Very High
2025-09-02,04:08,4,Tuesday,2,September,9,12.917918,77.634198,HSR Layout,Vandalism,7,Rainy,High
2026-03-30,04:44,4,Monday,1,March,3,12.971723,77.636504,Indiranagar,Theft,11,Cloudy,Medium
2026-03-17,14:01,14,Tuesday,2,March,3,12.923912,77.593822,Jayanagar,Robbery,5,Rainy,Medium
2026-11-04,13:46,13,Wednesday,3,November,11,12.924176,77.597522,Jayanagar,Assault,5,Partly Cloudy,Very High
2025-06-14,20:10,20,Saturday,6,June,6,12.920196,77.617892,BTM Layout,Cyber Crime,5,Partly Cloudy,Medium
2025-04-07,03:08,3,Monday,1,April,4,12.931851,77.544336,Banashankari,Theft,5,Sunny,Very High
2026-02-14,11:50,11,Saturday,6,February,2,12.934584,77.577769,Basavanagudi,Robbery,7,Sunny,Very High
2026-04-01,08:16,8,Wednesday,3,April,4,12.849016,77.667403,Electronic City,Accident,4,Rainy,Low
2026-09-27,00:35,0,Sunday,7,September,9,12.993381,77.55665,Rajajinagar,Missing Person,8,Partly Cloudy,Low
2026-11-27,21:00,21,Friday,5,November,11,12.916713,77.63997,HSR Layout,Missing Person,7,Rainy,Low
2025-09-13,05:45,5,Saturday,6,September,9,12.921165,77.547358,Banashankari,Accident,2,Rainy,Medium
2026-08-25,08:57,8,Tuesday,2,August,8,12.921778,77.597191,Jayanagar,Fraud,7,Sunny,Very High
2026-02-15,12:48,12,Sunday,7,February,2,13.040182,77.592857,Hebbal,Missing Person,4,Partly Cloudy,High
2025-09-15,06:30,6,Monday,1,September,9,12.936542,77.618612,Koramangala,Missing Person,5,Sunny,High
2026-08-15,09:26,9,Saturday,6,August,8,12.93754,77.627209,Koramangala,Vehicle Theft,5,Cloudy,Medium
2026-10-08,02:41,2,Thursday,4,October,10,12.921959,77.608683,BTM Layout,Vehicle Theft,10,Cloudy,High
2026-07-30,07:51,7,Thursday,4,July,7,12.917875,77.597046,Jayanagar,Vehicle Theft,3,Partly Cloudy,Medium
2025-10-09,09:32,9,Thursday,4,October,10,12.933647,77.576111,Basavanagudi,Vandalism,7,Sunny,Very High
2026-12-31,00:14,0,Thursday,4,December,12,12.927908,77.592556,Jayanagar,Theft,6,Rainy,Medium
2025-07-31,02:42,2,Thursday,4,July,7,12.913951,77.645329,HSR Layout,Robbery,2,Cloudy,Low
2026-10-03,22:13,22,Saturday,6,October,10,12.929633,77.631481,Koramangala,Vandalism,9,Partly Cloudy,Very High
2026-08-18,08:22,8,Tuesday,2,August,8,12.998016,77.560903,Rajajinagar,Assault,6,Cloudy,Very High
2025-03-18,14:59,14,Tuesday,2,March,3,12.918927,77.616107,BTM Layout,Robbery,2,Partly Cloudy,Low
2025-05-13,22:32,22,Tuesday,2,May,5,12.906586,77.480363,Kengeri,Cyber Crime,5,Sunny,Medium
2026-09-28,13:36,13,Monday,1,September,9,12.93902,77.631805,Koramangala,Missing Person,1,Sunny,Medium
2025-08-01,04:31,4,Friday,5,August,8,12.974042,77.749373,Whitefield,Burglary,7,Sunny,High
2025-06-29,09:51,9,Sunday,7,June,6,12.938262,77.580486,Basavanagudi,Assault,5,Sunny,Low
2026-09-07,15:43,15,Monday,1,September,9,12.94366,77.577425,Basavanagudi,Missing Person,1,Partly Cloudy,Medium
2025-07-09,13:43,13,Wednesday,3,July,7,12.973517,77.742447,Whitefield,Robbery,2,Cloudy,Medium
2026-10-01,12:25,12,Thursday,4,October,10,12.844664,77.664032,Electronic City,Robbery,2,Cloudy,Medium
2025-03-29,03:22,3,Saturday,6,March,3,12.914992,77.645678,HSR Layout,Theft,11,Rainy,Medium
2026-11-01,12:49,12,Sunday,7,November,11,12.974591,77.745398,Whitefield,Accident,4,Sunny,Low
2025-04-10,09:26,9,Thursday,4,April,4,12.971741,77.644987,Indiranagar,Cyber Crime,6,Rainy,Very High
2025-12-21,05:08,5,Sunday,7,December,12,12.919993,77.546013,Banashankari,Cyber Crime,5,Cloudy,Very High
2026-12-13,18:01,18,Sunday,7,December,12,12.920407,77.542495,Banashankari,Robbery,4,Sunny,High
2025-10-06,19:21,19,Monday,1,October,10,12.920144,77.59558,Jayanagar,Cyber Crime,4,Sunny,High
2025-02-19,05:26,5,Wednesday,3,February,2,12.848519,77.665037,Electronic City,Accident,4,Partly Cloudy,Low
2026-05-13,06:41,6,Wednesday,3,May,5,12.996874,77.554608,Rajajinagar,Assault,2,Sunny,Low
2026-05-10,01:31,1,Sunday,7,May,5,12.947809,77.568209,Basavanagudi,Burglary,10,Partly Cloudy,Very High
2025-03-16,07:33,7,Sunday,7,March,3,12.912083,77.480988,Kengeri,Missing Person,3,Rainy,Low
2025-01-20,09:45,9,Monday,1,January,1,13.024322,77.535722,Yeshwanthpur,Accident,7,Sunny,High
2026-08-15,22:00,22,Saturday,6,August,8,12.996636,77.564947,Malleshwaram,Robbery,9,Partly Cloudy,Very High
2025-11-28,17:19,17,Friday,5,November,11,12.992306,77.548424,Rajajinagar,Vehicle Theft,3,Sunny,Low
2025-09-03,23:10,23,Wednesday,3,September,9,12.9816,77.646995,Indiranagar,Cyber Crime,5,Rainy,Low
2025-11-25,03:20,3,Tuesday,2,November,11,12.852074,77.65815,Electronic City,Missing Person,7,Cloudy,Low
2025-08-28,10:47,10,Thursday,4,August,8,12.913112,77.603436,BTM Layout,Fraud,5,Sunny,High
2026-03-20,07:22,7,Friday,5,March,3,12.91806,77.611623,BTM Layout,Vandalism,8,Cloudy,Very High
2025-01-18,17:15,17,Saturday,6,January,1,12.93918,77.617972,Koramangala,Fraud,4,Sunny,High
2025-05-30,05:10,5,Friday,5,May,5,12.845834,77.663338,Electronic City,Cyber Crime,4,Partly Cloudy,Low
2026-12-06,03:51,3,Sunday,7,December,12,12.958782,77.704703,Marathahalli,Vandalism,5,Cloudy,Low
2026-10-09,11:58,11,Friday,5,October,10,12.971442,77.746104,Whitefield,Accident,4,Sunny,Low
2026-06-17,06:36,6,Wednesday,3,June,6,12.987523,77.548753,Rajajinagar,Cyber Crime,3,Rainy,High
2026-08-30,22:55,22,Sunday,7,August,8,12.958724,77.693854,Marathahalli,Burglary,7,Rainy,Low
2025-07-03,23:25,23,Thursday,4,July,7,12.912994,77.609679,BTM Layout,Missing Person,9,Partly Cloudy,Very High
2026-08-16,16:50,16,Sunday,7,August,8,13.006688,77.576076,Malleshwaram,Accident,1,Cloudy,Low
2025-05-02,23:29,23,Friday,5,May,5,13.040084,77.601947,Hebbal,Vandalism,11,Rainy,Very High
2026-08-25,03:52,3,Tuesday,2,August,8,12.916985,77.640195,HSR Layout,Burglary,11,Cloudy,Very High
2026-09-09,22:34,22,Wednesday,3,September,9,12.926044,77.552133,Banashankari,Robbery,6,Partly Cloudy,Very High
2025-11-23,11:38,11,Sunday,7,November,11,12.919934,77.489361,Kengeri,Missing Person,6,Cloudy,High
2025-04-22,16:54,16,Tuesday,2,April,4,12.909137,77.483435,Kengeri,Burglary,3,Sunny,Low
2026-04-14,20:32,20,Tuesday,2,April,4,12.974084,77.754139,Whitefield,Missing Person,7,Sunny,Very High
2026-01-22,06:16,6,Thursday,4,January,1,13.026173,77.539369,Yeshwanthpur,Theft,5,Rainy,High
2025-03-13,21:45,21,Thursday,4,March,3,12.907849,77.479051,Kengeri,Vandalism,3,Cloudy,Medium
2025-07-21,23:58,23,Monday,1,July,7,12.851914,77.666896,Electronic City,Cyber Crime,5,Rainy,Low
2025-06-07,06:17,6,Saturday,6,June,6,12.946319,77.571931,Basavanagudi,Cyber Crime,5,Rainy,High
2025-09-07,18:29,18,Sunday,7,September,9,12.919292,77.474314,Kengeri,Fraud,5,Sunny,Medium
2026-07-18,01:53,1,Saturday,6,July,7,12.931003,77.553928,Banashankari,Assault,12,Rainy,Very High
2026-08-21,10:08,10,Friday,5,August,8,12.924904,77.539182,Banashankari,Assault,2,Cloudy,High
2025-06-30,17:53,17,Monday,1,June,6,12.989549,77.558248,Rajajinagar,Vandalism,5,Partly Cloudy,High
2026-11-06,13:23,13,Friday,5,November,11,12.917554,77.605217,BTM Layout,Theft,5,Cloudy,Medium
2025-01-03,02:18,2,Friday,5,January,1,12.912862,77.616435,BTM Layout,Missing Person,7,Cloudy,Low
2026-08-09,06:37,6,Sunday,7,August,8,12.847102,77.652985,Electronic City,Assault,6,Sunny,Medium
2025-09-04,05:23,5,Thursday,4,September,9,12.960444,77.694582,Marathahalli,Accident,5,Rainy,Very High
2026-09-11,06:56,6,Friday,5,September,9,12.9869,77.552838,Rajajinagar,Missing Person,2,Rainy,Low
2026-08-16,16:58,16,Sunday,7,August,8,12.939664,77.577087,Basavanagudi,Robbery,6,Sunny,Very High
2026-02-09,07:08,7,Monday,1,February,2,13.037731,77.599377,Hebbal,Fraud,4,Partly Cloudy,Low
2025-11-14,18:06,18,Friday,5,November,11,12.939549,77.630807,Koramangala,Cyber Crime,5,Sunny,Very High
2026-04-25,17:18,17,Saturday,6,April,4,12.909575,77.602204,BTM Layout,Robbery,2,Partly Cloudy,Medium
